day,person_i,person_j,contact_type,weight
39,4313,311271,1,2.0
39,9621,513832,1,2.0
39,15700,643279,1,2.0
39,20285,209389,1,2.0
39,32621,970453,1,2.0
39,35523,916895,1,2.0
39,41117,530340,1,2.0
39,42679,70404,1,2.0
39,50722,418473,1,2.0
39,55679,347074,1,2.0
39,55910,742260,1,2.0
39,67944,71448,1,2.0
39,77772,371581,1,2.0
39,80681,875301,1,2.0
39,90014,409321,1,2.0
39,98812,992779,1,2.0
39,102240,582723,1,2.0
39,110530,340736,1,2.0
39,114025,298298,1,2.0
39,114583,191163,1,2.0
39,116255,433311,1,2.0
39,117100,600193,1,2.0
39,126607,914330,1,2.0
39,130377,883954,1,2.0
39,133653,158618,1,2.0
39,138739,249063,1,2.0
39,161299,514246,1,2.0
39,166559,370550,1,2.0
39,184890,712714,1,2.0
39,188993,366053,1,2.0
39,189486,267030,1,2.0
39,189716,192952,1,2.0
39,191163,553965,1,2.0
39,191615,540653,1,2.0
39,191615,833163,1,2.0
39,221153,953163,1,2.0
39,221309,307816,1,2.0
39,223257,743968,1,2.0
39,226780,742499,1,2.0
39,232019,467920,1,2.0
39,248617,850217,1,2.0
39,251779,626495,1,2.0
39,256724,313035,1,2.0
39,261373,533686,1,2.0
39,262127,812618,1,2.0
39,294540,933505,1,2.0
39,300073,612122,1,2.0
39,302153,911404,1,2.0
39,304125,393525,1,2.0
39,306439,724988,1,2.0
39,306542,968254,1,2.0
39,310334,621307,1,2.0
39,328763,352901,1,2.0
39,334788,944253,1,2.0
39,337544,847845,1,2.0
39,362840,980444,1,2.0
39,384810,462516,1,2.0
39,401385,590425,1,2.0
39,421593,842219,1,2.0
39,434057,817636,1,2.0
39,457419,469472,1,2.0
39,466755,610896,1,2.0
39,474070,831759,1,2.0
39,477150,653514,1,2.0
39,488323,662315,1,2.0
39,498051,500970,1,2.0
39,526743,690478,1,2.0
39,537883,554587,1,2.0
39,560092,610072,1,2.0
39,571826,919740,1,2.0
39,591179,893207,1,2.0
39,606261,875830,1,2.0
39,633250,667442,1,2.0
39,654318,822912,1,2.0
39,664952,926609,1,2.0
39,688495,872791,1,2.0
39,711307,955607,1,2.0
39,719212,728000,1,2.0
39,731205,889751,1,2.0
39,731517,782609,1,2.0
39,733918,841390,1,2.0
39,751130,994302,1,2.0
39,761439,784993,1,2.0
39,783703,840413,1,2.0
39,841590,937833,1,2.0
39,843131,994302,1,2.0
39,847450,878202,1,2.0
39,854292,916895,1,2.0
39,879085,962152,1,2.0
39,891642,898643,1,2.0
39,900687,983821,1,2.0
39,909120,958682,1,2.0
