day,person_i,person_j,contact_type,weight
39,19835,129267,1,2.0
39,49532,399648,1,2.0
39,50669,233984,1,2.0
39,50669,995783,1,2.0
39,56603,189632,1,2.0
39,63023,443709,1,2.0
39,75114,287129,1,2.0
39,75114,513560,1,2.0
39,86002,333017,1,2.0
39,103049,853709,1,2.0
39,105860,918931,1,2.0
39,111162,604543,1,2.0
39,114233,892860,1,2.0
39,114233,900036,1,2.0
39,116180,404888,1,2.0
39,116180,581145,1,2.0
39,116180,813781,1,2.0
39,127812,606188,1,2.0
39,129267,442284,1,2.0
39,129267,477745,1,2.0
39,139772,529915,1,2.0
39,139772,706255,1,2.0
39,144017,460776,1,2.0
39,145261,488417,1,2.0
39,145261,900036,1,2.0
39,147485,256763,1,2.0
39,153958,377501,1,2.0
39,157047,534064,1,2.0
39,171359,442284,1,2.0
39,172323,211263,1,2.0
39,177687,464759,1,2.0
39,177687,828896,1,2.0
39,177687,962877,1,2.0
39,177950,580995,1,2.0
39,184310,590621,1,2.0
39,186037,836669,1,2.0
39,188874,456264,1,2.0
39,191457,570707,1,2.0
39,211263,471325,1,2.0
39,211263,626833,1,2.0
39,211875,331287,1,2.0
39,220621,377501,1,2.0
39,220621,609454,1,2.0
39,223338,441985,1,2.0
39,223338,597379,1,2.0
39,233984,602411,1,2.0
39,239024,953973,1,2.0
39,241553,818553,1,2.0
39,258870,761763,1,2.0
39,268424,441985,1,2.0
39,268424,925591,1,2.0
39,280381,384326,1,2.0
39,281979,626833,1,2.0
39,282396,283768,1,2.0
39,282396,534064,1,2.0
39,282396,773036,1,2.0
39,284194,668649,1,2.0
39,294561,710947,1,2.0
39,301986,918931,1,2.0
39,302450,580630,1,2.0
39,302450,593095,1,2.0
39,305186,682157,1,2.0
39,310509,836017,1,2.0
39,311498,390156,1,2.0
39,312102,384326,1,2.0
39,330979,804648,1,2.0
39,339236,467226,1,2.0
39,355577,372474,1,2.0
39,360775,606188,1,2.0
39,363883,856988,1,2.0
39,367519,658904,1,2.0
39,367519,719879,1,2.0
39,372769,968603,1,2.0
39,377501,870578,1,2.0
39,378893,923360,1,2.0
39,380254,581145,1,2.0
39,404436,524516,1,2.0
39,404436,580630,1,2.0
39,404888,813781,1,2.0
39,405800,706255,1,2.0
39,423253,781167,1,2.0
39,427078,602411,1,2.0
39,439282,723633,1,2.0
39,442284,477745,1,2.0
39,464759,962877,1,2.0
39,468386,787401,1,2.0
39,468386,848494,1,2.0
39,473704,813701,1,2.0
39,476297,539959,1,2.0
39,483705,593095,1,2.0
39,486176,617578,1,2.0
39,501427,719879,1,2.0
39,503735,582656,1,2.0
39,503735,961712,1,2.0
39,505968,962877,1,2.0
39,510563,797705,1,2.0
39,513560,618928,1,2.0
39,513560,666430,1,2.0
39,524516,580630,1,2.0
39,524516,593095,1,2.0
39,529915,706255,1,2.0
39,534064,773036,1,2.0
39,548853,683209,1,2.0
39,548945,982246,1,2.0
39,549185,778710,1,2.0
39,562346,612264,1,2.0
39,562769,595907,1,2.0
39,580995,689882,1,2.0
39,580995,806753,1,2.0
39,580995,811549,1,2.0
39,581145,813781,1,2.0
39,582656,961712,1,2.0
39,597228,906174,1,2.0
39,606188,795947,1,2.0
39,606188,852132,1,2.0
39,623271,961712,1,2.0
39,646365,664001,1,2.0
39,653095,867493,1,2.0
39,664001,987356,1,2.0
39,666511,706255,1,2.0
39,689882,806753,1,2.0
39,691514,721345,1,2.0
39,696098,930157,1,2.0
39,719879,914832,1,2.0
39,721481,848494,1,2.0
39,734638,827369,1,2.0
39,750625,918931,1,2.0
39,772291,925591,1,2.0
39,778710,923360,1,2.0
39,778710,925912,1,2.0
39,788546,848494,1,2.0
39,811279,962839,1,2.0
39,828896,962877,1,2.0
39,833883,940194,1,2.0
39,961712,979425,1,2.0
39,968228,998110,1,2.0
